Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Generic Job Title,Professional/ Occupational Group,Payscale Minimum (£),Payscale Maximum (£),Number of Posts in FTE
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS51,Grade 7,DGC.Deputy Governor,Operational Delivery,52120,77807,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS66,EO,PO.Safe Decent and Secure,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS66,EO,POS.Offender Supervisor,Operational Delivery,23501,36839,5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS66,EO,SO.Regime,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS66,EO,SO.Safe Decent and Secure,Operational Delivery,23501,36839,0.62162
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS8,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AA,SSA.Records,Operational Delivery,16005,25414,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AA,SSA.Visits Booking,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AA,SSO.Operational Support Grade General,Operational Delivery,16005,25414,14.58109
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AA,SSO.OSG General,Operational Delivery,16005,25414,8.05406
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,BA.Activity Hub,Operational Delivery,18499,31874,2.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,BA.BA,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,BA.Business Hub,Operational Delivery,18499,31874,5.18919
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,BA.Management Coordinator,Operational Delivery,18499,31874,0.54054
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,BA.Offender Management Hub,Operational Delivery,18499,31874,2.56757
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,BA.People Hub,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,BA.Programmes,Operational Delivery,18499,31874,1.54054
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,HYB.BA Safer Custody Equality,Operational Delivery,18499,31874,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,PO.Operations and Security,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,85.17723
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,HYB.SPI Commercial Horticulture and Amenities and Cons,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,POS.Instructor,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,POS.PEI,Operational Delivery,23501,36839,3.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,POS.Search Dog Handler,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,POS.Therapeutic Community Programmes,Operational Delivery,23501,36839,6
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SO.Operations,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SO.PEI,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SO.Residential Therapeutic Communities,Operational Delivery,23501,36839,5.32433
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SO.Safe Decent and Secure,Operational Delivery,23501,36839,9
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SPI.Commercial Horticultural,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SPI.Engineering Welding and Fabrication,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SPI.Livestock Control,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SPI.Printing Print Finishing and Binding,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,EO,SPI.Woodwork Wood Assembly Joiner,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,AUM.Learning Skills and Employment,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,C.Anglican ORD Deacon Religious Brother Sister Lay,Operational Delivery,26438,45637,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,C.Christian,Operational Delivery,26438,45637,0.48649
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,C.Free Church Non ORD Deacon or Lay,Operational Delivery,26438,45637,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,CM.Activities,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,CM.Offender Management Unit,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,CM.Residential Therapeutic Communities,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,CM.Safe Decent and Secure,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,CM.Security,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,Dummy.,Operational Delivery,26438,45637,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,HM.Business,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,HEO,HYB.AUM Bus Comm Engagement and CandC Contract,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,SEO,DGF.Deputy Governor With Function,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,SEO,HoFS.Reducing Reoffending,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,SEO,HoFS.Security and Intelligence,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,SEO,HoFSC.Operations IRC,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS48,SEO,SC.Managing Chaplain,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS53,SEO,HoFSC.Offender Management,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS55,HEO,PM.Programmes,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS55,SEO,RP.DTC Creative Psychotherapist,Psychology,34897,61763,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Warren Hill,HMPPS55,SEO,RP.DTC Group Psychotherapist,Psychology,34897,61763,0.7
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,NA,HEO,C.Anglican ORD Priest,Operational Delivery,26438,45637,0.56757
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,NA,HEO,C.Free Church ORD,Operational Delivery,26438,45637,0.32432
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,NA,HEO,C.Muslim,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,NA,HEO,C.Roman Catholic ORD Priest,Operational Delivery,26438,45637,0.54054
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AA,Operational Support.,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AA,SSO.Operational Support Grade General,Operational Delivery,16005,25414,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AA,SSO.Operational Support Grade Nights,Operational Delivery,16005,25414,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AO,BA.Business Hub,Operational Delivery,18499,31874,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AO,BA.Equality,Operational Delivery,18499,31874,0.60811
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AO,PO.Detail,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AO,PO.Operations and Security,Operational Delivery,18499,31874,4.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,8.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,EO,BAS.BAS,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,EO,BAS.Intelligence Analyst,Intelligence Analysis,23501,36839,1.35135
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,EO,POS.Patrol Dog Handler,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,EO,POS.Search Dog Handler,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,HEO,CM.Safe Decent and Secure,Operational Delivery,26438,45637,5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS2,HEO,TM.Attitudes Thinking Behaviour,Psychology,26438,45637,0.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS30,Grade 6,GC.Governor Complex,Operational Delivery,57373,95750,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS34,AO,BA.Business Hub,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS34,AO,BA.Offender Management Hub,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS34,EO,F.Interventions,Psychology,23501,36839,5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS34,HEO,PM.Programmes,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS38,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS38,EO,SO.Safe Decent and Secure,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS41,Grade 6,GC.Governor Complex,Operational Delivery,57373,95750,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS41,Grade 7,HoFC.Reducing Reoffending,Operational Delivery,52120,77807,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS41,SEO,HoFC.Reducing Reoffending,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AA,SSA.Business Hub,Operational Delivery,16005,25414,1.51351
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AA,SSA.Visits Booking,Operational Delivery,16005,25414,0.56757
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AA,SSF.Waste Environmental,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AA,SSO.Operational Support Grade General,Operational Delivery,16005,25414,27.08109
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AA,SSO.Operational Support Grade Nights,Operational Delivery,16005,25414,3.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AA,SSO.OSG General,Operational Delivery,16005,25414,5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,BA.Activity Hub,Operational Delivery,18499,31874,5.91892
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,BA.BA,Operational Delivery,18499,31874,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,BA.Business Hub,Operational Delivery,18499,31874,12.2973
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,BA.Management Coordinator,Operational Delivery,18499,31874,0.64865
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,BA.Offender Management Hub,Operational Delivery,18499,31874,6.40541
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,BA.People Hub,Operational Delivery,18499,31874,2.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,BA.Security Intelligence Collator,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,HYB.SSA : Business Hub : Records,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,PI.Enterprises Services,Operational Delivery,18499,31874,6
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,PO.Operations and Security,Operational Delivery,18499,31874,9
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,162.97436
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,SD.Catering,Operational Delivery,18499,31874,6
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,SD.Grounds Maintenance,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,AO,SSO.Operational Support Grade General,Operational Delivery,18499,31874,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,BAS.Access to Justice IT Security Controller,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,BAS.Intelligence Analyst,Intelligence Analysis,23501,36839,0.83784
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,F.Interventions,Psychology,23501,36839,6.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,FSS.Catering,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,PI.Enterprises Services,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,POS.PEI,Operational Delivery,23501,36839,8
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,POS.Programme Facilitator,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,SD.Catering,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,SO.Safe Decent and Secure,Operational Delivery,23501,36839,17.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,SPI.Commercial Horticultural,Operational Delivery,23501,36839,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,SPI.Waste Environmental,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,EO,VI.BICS,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,HEO,AUM.Business Community Engagement,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,HEO,AUM.Learning Skills and Employment,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,HEO,CM.Activities,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wayland,HMPPS48,HEO,CM.CM,Operational Delivery,26438,45637,2
